Locus,0,0.5,1,3,6,12,24
ATMG00640,0,-0.615490244,0.207009806,-0.434093808,-0.510223608,-0.511309771,-0.975434854
ATMG00650,0,-0.357011356,-0.459066821,-0.44140676,-0.405064913,-0.645420652,-0.964579502
ATMG00660,0,-0.176722331,0.310728149,0.211055213,0.286227006,-0.886492833,-0.764060062
ATMG00670,0,-0.071801155,1.302867848,0.64911143,0.205766528,-0.420607261,-1.216929278
ATMG00680,0,-0.728765113,0.246690317,-2.364249389,-1.257874379,-1.602098953,-0.86656071
ATMG00690,0,0.170081023,0.515530311,0.430654945,0.312270214,0.124200469,0.031192574
ATMG00710,0,-0.476753284,0.183554342,1.046369963,1.587377054,-0.279072616,0.64414615
ATMG00720,0,0.026967048,0.327361981,0.154722595,-0.173331603,0.04026387,-0.236067358
ATMG00740,0,-0.481607558,-2.191515177,-0.722531963,-0.642126389,-1.176533786,-0.761123737
ATMG00750;AT2G07686,0,-0.014059048,-0.129051571,0.240501557,0.190174004,0.090895931,0.381736655
ATMG00820,0,0.262794177,-0.495551044,-0.064851144,-0.906530327,-0.115477217,-2.7774017
AT2G07783;ATMG00830,0,-0.317461518,0.868321551,0.127004909,0.55818033,-0.173608456,-0.677239714
ATMG00840,0,0.238296448,0.403355694,-1.712438564,-1.432330645,-1.388862616,-1.934830986
ATMG00850;AT2G07682,0,-2.244803669,-0.144609381,0.306838759,0.306838759,-2.326103771,-2.457348304
ATMG00860;AT2G07682,0,-0.612633893,0.728074484,-1.275450304,1.162519553,-1.166721276,-1.729597965
ATMG00880;AT2G07682,0,-0.613862999,0.045944865,-2.024298596,-1.114348201,-1.254625668,-1.524503479
ATMG00870,0,-1.91020333,-2.375866902,-2.584962501,-1.986824611,-2.611679839,-2.861293729
ATMG00890,0,0.603862706,0.029812051,0.832055363,-0.904910231,0.441740293,-0.06153841
AT2G07768;ATMG00960,0,-1.691146671,-2.085088335,-0.850778218,-1.298716814,-3.519910486,-2.164815527
AT2G07751;ATMG00990,0,-0.769459424,0.150447747,0.089116841,0.522187086,-0.020003494,-0.363231724
ATMG01000,0,-1.446875794,0.292633259,0.062228602,0.373726722,-0.445080863,-0.728331379
AT2G07674;ATMG01010,0,-0.916219721,0.721861535,0.0562729,0.41546568,-1.017108473,-0.922467668
ATMG01020,0,-0.723208298,0.664778872,0.411869261,0.46975202,-0.32684731,-0.438952146
ATMG01040,0,-0.20471197,0.35200719,-0.077439754,-0.005902533,-0.312065883,-0.67087992
ATMG00510,0,-0.042591877,-0.338416218,-0.458229873,0.170507791,-0.176497655,-0.726800615
AT2G07712;ATMG00520,0,-1.238637752,0.971766319,-1.472068444,0.561157179,-1.590565207,-1.590565207
ATMG00530;AT2G07776,0,0.31682572,0.411292204,0.001908748,-0.08760212,-0.410799262,-1.346650524
ATMG00570;AT2G07716,0,-0.054697896,0.331378688,-0.118080506,0.113739178,-0.088490283,-0.367933925
ATMG00580,0,-0.143607531,0.967872191,0.922975266,0.957871164,0.920951515,0.459508783
ATMG00600,0,0.104986467,-0.003860056,-2.290470663,-0.669807593,-0.216941628,-0.743727485
ATMG00630,0,-0.728961481,-0.846563121,-0.861844579,-1.797653521,-1.679712263,-1.930977508
ATCG01060,0,-2.127305416,0.910288613,0.651061572,0.866979483,0.452257296,0.236787778
ATCG01070,0,-1.037122017,0.11122793,0.5334845,0.479084455,0.471999668,-0.057070911
ATCG01080,0,-1.07496579,0.200358579,0.390763861,0.532726577,-0.326255386,-0.416320901
ATCG01090,0,-0.072109018,0.135538742,0.060363031,0.293044807,0.099632901,0.124068365
ATCG01100,0,-0.443661934,-0.412985569,0.020405118,0.15515959,0.040464877,-0.432666881
ATCG01110,0,-1.292438432,0.52761827,0.364585033,0.659725899,0.044749483,-0.796054312
ATCG01120,0,-0.058186133,0.254485842,0.177940349,0.356619732,-0.117681695,-0.372335229
ATCG00065,0,-0.465687352,0.632780561,0.085660313,0.339877163,-0.298921929,-0.47089689
ATCG01230;ATCG00905,0,-0.317638746,-0.166037683,-0.021249047,0.098721015,-0.277209803,-0.427512269
ATMG00010,0,-0.31949361,0.059852182,-0.607795472,-0.466065014,-0.439387734,-0.552663953
ATMG00050,0,-1.584087875,-0.649828729,-1.623980602,-1.98347211,-0.099598167,-0.586713344
ATMG00070,0,-0.05172509,-0.00567357,-0.022363031,0.079057287,-0.03234496,-0.476364853
ATMG00080;ATMG00090,0,-0.313860883,0.01913226,-0.095057716,0.156016434,-0.353896743,-0.462761372
ATMG00110,0,0.019891488,-0.233760821,-0.327239721,-0.57879022,-0.407790221,-0.458965327
no_match,0,-0.468043097,-0.234302998,-0.691707961,-0.376389141,-0.389699226,-0.66259726
ATMG00130,0,-0.048709968,-0.160743349,-0.270739493,0.076367165,-0.443206689,-0.521885225
ATMG00140,0,-0.828736748,-0.240211635,-0.27889562,-1.244098558,-1.060400706,-3.280890589
ATMG00150,0,-0.09460759,0.24492351,-0.479220195,0.600998974,-0.053235526,-0.11644942
ATMG00160,0,-0.238208626,-0.101011809,-0.15023876,0.020508859,-0.673249804,-0.464166271
AT2G07723;ATMG00180,0,-0.539568962,0.274563233,-0.303824791,-0.129021679,-0.761838254,-1.11339168
ATMG00260,0,0.205127709,-0.066537002,-0.585238061,-0.193117499,-0.364854882,-0.973788317
ATMG00270;AT2G07731,0,-0.275498371,-0.596644306,0.189792361,-0.22517645,0.112110366,-0.396819641
ATMG00280;AT2G07732,0,0.087707387,-0.090063698,-0.161504452,-0.537925045,-1.419201124,-0.895760032
ATMG00320,0,-0.446579017,1.099750825,-0.724646237,0.504208009,-0.200504676,-0.062664035
ATMG00310;AT2G07737,0,0.039633459,0.256249316,0.077388381,0.246084337,0.189617385,-0.137244303
ATMG00400,0,-0.025794987,0.094018669,0.123562944,-0.079642274,-0.188381062,-0.183459474
ATMG00450,0,-0.294098893,-0.443748138,-0.497661491,-0.489913973,-1.085401077,-0.418316204
AT2G07708;ATMG00500;ATMG00490,0,-0.302689933,0.953443584,0.244007092,0.06399637,-0.6464077,-1.408352809
ATCG01020,0,0.09727065,-0.567314849,-0.185488173,-0.229595658,0.041209283,-0.552550432
ATCG01040,0,-0.094536111,0.412728431,0.279469632,0.359900141,-0.057413519,0.141961449
ATCG01050,0,-0.760211617,0.501236458,0.417789558,0.564220052,0.485993635,0.413840592
ATCG00570,0,-0.114677909,0.269335204,0.321527434,0.385300153,0.120112307,-0.076572602
ATCG00580,0,-0.278169654,0.915444074,0.492572462,0.592607079,0.176373956,-0.010813486
ATCG00590,0,-0.457227952,-0.582916332,-0.314010313,-0.439867281,-0.667625085,-1.043766204
ATCG00600,0,-0.67112724,-0.136559217,0.253380618,0.25671459,-0.214533512,-0.330720765
ATCG00630,0,-0.040044081,-0.58141532,-0.223555098,0.062892735,0.136379307,0.102976926
ATCG00640,0,-0.303165129,0.413423346,0.314029837,0.385780902,0.040855348,-0.222518577
ATCG00650,0,-0.363642014,-0.16867854,0.067061349,0.038936291,-0.111768075,-0.877443314
ATCG00660,0,-0.285976117,0.449384981,0.141242431,0.399108758,-0.20813953,-0.221796121
ATCG00670,0,-0.716160415,0.11890281,0.058918534,0.173124163,-0.162270967,-0.288526726
ATCG00680,0,-1.119106308,0.413974002,-0.003188796,0.542662251,0.275473799,0.128551304
ATCG00690,0,-0.633343372,-0.919334812,-0.111644881,0.188919962,0.121072258,-0.597396293
ATCG00700,0,-0.583204812,0.268030218,0.360497162,0.191577435,-0.349808297,-0.480141055
ATCG00710,0,-0.159420165,0.781728195,0.372405732,0.601302021,0.268921975,0.1428383
ATCG00720,0,-0.02159319,0.282361956,0.15781003,0.290682863,0.173171166,0.256416158
ATCG00730,0,-0.688735389,0.616770864,0.47295758,0.994811095,0.147466844,0.111682517
ATCG00740,0,-0.192048588,-0.509586085,0.073479914,-0.030690948,0.218405394,-0.359538554
ATCG00750,0,-0.003687381,0.487178558,0.179544289,0.243327106,0.13359243,0.047450894
ATCG00760,0,0.107077218,0.158607618,0.364744838,-0.080193464,0.221577932,-0.007916554
ATCG00770,0,-0.043211284,-0.175526798,0.330105669,0.320519741,0.208519119,-0.396255177
ATCG00780,0,-0.102496692,0.185246324,0.382806932,0.463949889,0.153655493,-0.116675765
ATCG00790,0,-0.565707924,0.18797092,-0.101894658,-0.22661339,-0.672598389,-1.09762346
ATCG00800,0,0.205668693,-0.548613122,-0.046890171,-0.03864242,-0.071793718,-0.326428103
ATCG00810,0,0.265055559,0.082415021,0.203246335,0.138573689,0.090162351,-0.074173819
ATCG00820,0,0.026464652,-0.168376365,-0.023744445,0.107397356,-0.142794566,-0.404965306
ATCG01310;ATCG00830,0,0.008350045,0.505457556,0.131091318,0.172315215,-0.075252886,0.181188586
ATCG00840;ATCG01300,0,0.080890324,-0.271991342,0.247624604,0.174188958,0.023962157,-0.185950997
ATCG00860;ATCG01280,0,-1.117356951,-0.191443333,-0.526862512,0.066304502,-0.956772166,-0.469762751
ATCG00870;ATCG01270,0,-0.235636239,-0.630209636,-0.239822623,0.144594347,-0.56255531,-0.581334115
ATCG01250;ATCG00890,0,-0.167457702,-0.475188012,-0.191021904,0.233874959,-0.737566247,-0.857270632
ATCG00900;ATCG01240,0,-0.18100473,0.206497508,0.113533101,0.170996066,0.096955798,0.060428814
ATCG01000;ATCG01130,0,-0.277496895,-0.27009996,-0.127634886,-0.245385743,-0.202095648,-0.843770987
ATCG01010,0,-0.530080131,0.027638186,0.42721057,1.041134505,-0.140257494,-0.137816507
ATCG00150,0,-1.162588379,-1.224416334,-0.613779386,-0.55695577,-1.230568906,-1.865720036
ATCG00160,0,-0.228914313,-0.097758706,0.112105848,0.269847791,0.006212126,-0.433769136
ATCG00170,0,-0.148180459,0.6371993,0.364331706,0.54324169,-0.142057325,-0.5177819
ATCG00180,0,-0.294736406,0.197920909,0.280262459,0.379058722,0.182456657,-0.200838342
ATCG00190,0,-1.211412832,0.283477152,-0.081915399,-0.031036166,-0.795717139,-0.752975056
ATCG00210,0,-1.380811213,-0.159322428,0.401711481,0.807784588,0.432249153,0.122710292
ATCG00220,0,-0.035430456,0.007297304,0.111911899,0.160997662,0.143512354,-0.033700922
ATCG00270,0,-2.147524523,0.79495763,0.574313084,0.487819853,0.190229622,-0.337213655
ATCG00280,0,-0.841981239,0.671820026,0.264045768,0.289286888,-0.085693956,-0.510235705
ATCG00300,0,-0.332070486,-0.157371413,0.030775711,0.038131354,-0.134837274,-0.565293445
